64 64
6
12
20
40 50
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 18; 18; 18; 18; 18; 18; 18; 18; 18; 18; 9; 9; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 18; 18; 18; 18; 18; 18; 18; 18; 9; 9; 9; 9; 9; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 2P; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 18; 18; 18; 18; 18; 18; 9; 9; 9; 9; 9; 9; 9; 0; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 0; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 18; 18; 18; 18; 9; 9; 9; 9; 9; 9; 9; 9; 9; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 0; 0; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 18; 18; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 11; 11; 0; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7M; 7; 7; 7; 7; 7; 7; 7; 18; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 11; 11; 11; 11; 0; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 9; 9; 9; 9; 9; 9; 9M; 9; 9; 9; 9; 2P; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 11; 11; 11; 11; 11; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10M; 10; 10; 10; 10; 10; 10; 10; 11; 11; 11; 11; 11; 11; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 11; 11; 11; 11; 11; 11; 11; 0
