32 32
5
10
15
25 12
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0; 11; 11; 11; 11; 11; 11; 11; 11; 11; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 14; 14; 14; 14; 14; 14; 14; 14; 0
0; 11; 11; 11; 11; 11; 11; 11; 11; 11; 1; 1; 1; 1M; 1; 1; 1; 1; 1; 1; 1; 1; 1; 14; 14; 14; 14; 14; 14; 14; 14; 0
0; 11; 11; 11; 11; 11; 11; 11; 11; 11; 11; 1; 1; 1; 1; 1; 1P; 1; 1; 1; 1M; 1; 14P; 14; 14; 14; 14; 14; 14; 14; 14; 0
0; 11; 11; 11; 11; 11; 11; 11; 11; 11; 11; 0; 1M; 1; 1; 1; 1; 1; 1; 1; 1; 14; 14; 14; 14; 14; 14; 14; 14; 14; 14; 0
0; 12; 11; 11; 11; 11; 11; 11; 11; 11; 11; 0; 0; 1; 1; 1; 1; 1; 1P; 1; 0; 14; 14M; 14; 14; 14; 14P; 14; 14; 14; 0; 0
0; 12; 12; 11M; 11; 11; 11; 11; 11; 11; 0; 0; 0; 0; 1; 1; 1; 1; 1; 0; 0; 0; 14; 14; 14; 14; 14; 14; 14; 0; 0; 0
0; 12; 12; 12; 11; 11; 11; 11; 11; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 14; 14; 14; 14M; 14; 14; 14M; 0; 0; 0
0; 12; 12; 12; 12; 11; 11; 11; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 14; 14; 14; 9; 14; 0; 0; 0; 0
0; 12; 12; 12; 12; 12; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 9; 9; 9; 0; 0; 0; 0
0; 12; 12; 12; 12; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 9; 9; 9P; 9; 9; 0; 0; 0
0; 12; 12; 12; 12; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 6; 6; 0; 0; 9; 9; 9; 9M; 9; 9; 9; 0; 0
0; 12; 12; 12; 4; 4; 4; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 6; 6; 6; 6; 6; 9; 9; 9; 9; 9; 9; 9; 9; 9; 0
0; 12; 12; 4P; 4; 4; 4M; 4M; 0; 0; 5; 5; 5; 0; 0; 0; 6; 6; 6; 6; 6; 6; 6; 9; 9; 9; 9; 9; 9; 9; 9; 0
0; 12; 4; 4; 4; 4; 4; 4; 4; 5; 5; 5; 5; 5; 0; 6; 6; 6; 6; 6; 6; 6; 6; 9; 9; 9; 9; 9; 9; 9; 9; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 5; 5; 5; 5; 5; 6; 6; 6; 6; 6; 6; 6; 6; 6; 9; 9; 9; 9; 9; 9; 9; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 5; 5; 5; 5; 5; 6; 6; 6; 6; 6; 6; 6; 2; 9; 9; 9; 9; 9; 9; 0; 0
0; 4; 4P; 4; 4; 4; 4; 4M; 4; 4; 5; 5; 5; 5; 5; 5; 5; 6; 6; 6; 6; 6; 2; 2; 2; 9; 9; 9; 9; 0; 0; 0
0; 10; 4; 4; 4; 4; 4P; 4; 4; 5; 5; 5; 5; 5; 5; 5; 6; 6; 6; 6; 6; 2; 2; 2; 2; 9; 9; 9; 9; 0; 0; 0
0; 10; 10; 4; 4; 4; 4; 4; 5; 5; 5; 5; 5; 5; 5; 6; 6; 6; 6; 6; 6; 2; 2M; 2; 2; 2; 9; 9; 0; 0; 0; 0
0; 10; 10; 10; 4; 4; 4; 5; 5; 5; 5; 5; 5; 5; 5; 6; 6; 6; 6; 6; 2; 2; 2; 2; 2; 2; 2P; 0; 0; 0; 0; 0
0; 10; 10; 10; 10; 4; 0; 5; 5M; 5; 5; 5; 5; 5; 0; 3M; 6; 6; 6; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0; 0; 0
0; 10; 10; 10; 10; 7; 0; 0; 5; 5; 5; 5; 5; 0; 3; 3; 3; 6; 2M; 2M; 2; 2; 2; 2; 2; 2; 2M; 2; 2; 0; 0; 0
0; 10; 10; 10; 7; 7; 7; 0; 0; 5; 5; 5; 0; 3; 3; 3; 3; 3; 13; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0; 0; 0
0; 10; 10; 7; 7P; 7; 7; 7; 0; 0; 5; 0; 3; 3; 3; 3; 3; 3; 3; 0; 2; 2; 2; 2; 2; 2; 2; 8; 8; 0; 0; 0
0; 10; 7P; 7; 7; 7; 7M; 7; 0; 0; 0; 3; 3T; 3; 3; 3; 3; 3; 3; 3; 0; 2; 2; 2; 2; 2; 8; 8; 8; 0; 0; 0
0; 10; 7; 7; 7; 7; 7; 7; 7; 0; 3; 3P; 3; 3; 3; 3; 3; 3; 3; 3; 3; 8; 2; 2; 2; 8; 8; 8; 8; 8; 0; 0
0; 7; 7; 7M; 7; 7; 7; 7; 7; 7; 0; 3; 3; 3; 3; 3; 3; 3; 3M; 3; 8; 8; 8; 2; 8; 8; 8; 8; 8; 8; 8; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 0; 3; 3; 3; 3; 3; 3; 3; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 0
0; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 7; 0; 3; 3; 3; 3; 3; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 0
0; 7; 7; 7; 7; 7P; 7; 7; 7; 7; 7; 7; 7; 0; 3; 3; 3; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 8; 0
