0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0; 0; 0; 5; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 0
0; 0; 5; 5; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 0
0; 0; 5; 5M; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 0
0; 0; 5; 5; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 0
0; 0; 5; 5; 3; 3; 3; 3; 3; 3P; 3; 3; 3; 3; 0
0; 0; 5; 5; 3; 3; 3; 3; 3; 3M; 3; 3; 3; 3; 0
0; 0; 5; 5; 3; 3; 3; 3; 3; 3; 2; 2; 2; 2; 0
0; 0; 5; 5; 3; 3P; 3; 1; 1; 1M; 2M; 2; 2; 2; 0
0; 0; 5; 5; 3; 3; 1; 1; 1; 1; 1; 1; 1; 1; 0
0; 0; 5; 5; 3; 3; 1; 1P; 1; 1; 1; 1; 1; 1; 0
0; 0; 5; 5; 3; 3; 1; 1; 1; 1; 1; 1; 1; 1; 0
0; 0; 5; 5; 3; 3; 1; 4M; 1; 1; 1; 1; 1; 1; 0
0; 0; 5; 5; 3; 3; 1; 1; 1; 1; 1; 1; 1; 1; 0
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
