68 68
6
12
25
50 13
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13P; 13; 13; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16M; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0; 0; 0
0; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 0; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0; 0; 0
0; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 15; 15; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 3; 3; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0; 0
0; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13P; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 15; 15; 15; 15M; 15; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 3; 3; 3M; 3; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0
0; 17; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 0; 15; 15; 15; 15; 15; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0
0; 17; 17; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 0; 15; 15; 15; 15; 15; 15; 15; 0; 0; 0; 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0
0; 17; 17; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 0; 15; 15; 15; 15; 15; 15; 15; 15; 15; 0; 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3P; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0
0; 17; 17; 17; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 13; 0; 0; 0; 15; 15P; 15; 15; 15; 15; 15; 15; 15; 15; 15; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0
0; 17; 17; 17; 17; 17; 17; 17; 13; 13; 13; 13; 13; 13; 13; 13M; 13; 13; 13; 0; 0; 0; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 3; 3; 3; 3; 3; 3; 3M; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 16; 16; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0; 0
0; 17; 17; 17; 17; 17; 17; 17; 17P; 13; 13; 13M; 13; 13; 13; 13; 13; 13; 17; 17; 0; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 16; 16; 16; 16; 16; 16; 16; 16; 0; 0; 0; 0; 0; 0; 0; 0
